,Square Ft,year_sale,year_blt,price_sf,Sale Price,GEOID,Sub_geo,unique_ID,year,month,year-month
26953,960,2021,2001,197.9166667,"$190,000 ",13117130103,North Forsyth,7010 LAKESIDE PL-9/9/2021-190000,2021,9,2021-9
26954,4671,2020,1989,163.5624063,"$764,000 ",13117130306,West Forsyth,7010 POLO DR-8/31/2020-764000,2020,8,2020-8
26955,2941,2021,1993,268.616117,"$790,000 ",13117130306,West Forsyth,7010 POLO HL-5/3/2021-790000,2021,5,2021-5
26956,3366,2018,2013,114.379085,"$385,000 ",13117130304,West Forsyth,7010 ROCKING HORSE LN-3/19/2018-385000,2018,3,2018-3
26957,2751,2018,2017,135.1170483,"$371,707 ",13117130302,West Forsyth,7010 TYBRIDGE ST-3/12/2018-371707,2018,3,2018-3
26958,1989,2021,1997,220.7139266,"$439,000 ",13117130102,North Forsyth,7010 VALLEY FOREST DR-11/18/2021-439000,2021,11,2021-11
26959,1676,2018,1999,157.5178998,"$264,000 ",13117130102,North Forsyth,7010 VALLEY LANDING CT-10/31/2018-264000,2018,10,2018-10
26960,4009,2020,2006,170.8655525,"$685,000 ",13117130302,West Forsyth,7010 VICKERY CREEK RD-7/2/2020-685000,2020,7,2020-7
26961,3669,2021,2004,200.3270646,"$735,000 ",13117130306,West Forsyth,7010 WAKEHURST PL-7/23/2021-735000,2021,7,2021-7
26962,2002,2021,1997,182.3176823,"$365,000 ",13117130202,North Forsyth,7010 WALNUT MILL CT-6/2/2021-365000,2021,6,2021-6
26963,4664,2019,1989,103.9879931,"$485,000 ",13117130201,North Forsyth,7010 WHITMIRE RD-1/28/2019-485000,2019,1,2019-1
26964,3492,2019,2001,199.3127148,"$696,000 ",13117130101,North Forsyth,7010 WINGFIELD WAY-7/12/2019-696000,2019,7,2019-7
26965,3439,2021,2002,157.0223902,"$540,000 ",13117130512,Cumming,7012 BENNINGTON LN-2/26/2021-540000,2021,2,2021-2
26966,3449,2021,2001,194.8390838,"$672,000 ",13117130512,Cumming,7013 BENNINGTON LN-5/14/2021-672000,2021,5,2021-5
26967,2238,2020,2012,212.2430742,"$475,000 ",13117130302,West Forsyth,7015 COLFAX AVE-3/6/2020-475000,2020,3,2020-3
26968,2981,2018,2018,151.9654478,"$453,009 ",13117130203,North Forsyth,7015 CONCORD BROOK LN-11/14/2018-453009,2018,11,2018-11
26969,2981,2018,2018,23.76148943,"$70,833 ",13117130203,North Forsyth,7015 CONCORD BROOK LN-4/20/2018-70833,2018,4,2018-4
26970,2906,2020,2017,140.2271163,"$407,500 ",13117130203,North Forsyth,7015 CONCORD MOUNTAIN TRL-9/28/2020-407500,2020,9,2020-9
26971,2906,2018,2017,130.7639367,"$380,000 ",13117130203,North Forsyth,7015 CONCORD MOUNTAIN TRL-5/1/2018-380000,2018,5,2018-5
26972,2296,2021,2003,189.4599303,"$435,000 ",13117130103,North Forsyth,7015 CREEK RIDGE DR-8/5/2021-435000,2021,8,2021-8
26973,1410,2020,1994,193.0141844,"$272,150 ",13117130101,North Forsyth,7015 CROSSVIEW DR-6/23/2020-272150,2020,6,2020-6
26974,2512,2022,1996,200.0398089,"$502,500 ",13117130304,West Forsyth,7015 DRESSAGE XING-5/11/2022-502500,2022,5,2022-5
26975,3393,2022,2022,150.7029178,"$511,335 ",13117130204,North Forsyth,7015 EVENING DEW DR-6/30/2022-511335,2022,6,2022-6
26976,3252,2018,1995,84.56334563,"$275,000 ",13117130203,North Forsyth,7015 GREENFIELD LN-9/24/2018-275000,2018,9,2018-9
26977,2624,2021,2013,212.9287348,"$558,725 ",13117130603,South Forsyth,7015 JAMESTOWN DR-8/10/2021-558725,2021,8,2021-8
26978,2603,2021,1993,184.7867845,"$481,000 ",13117130610,South Forsyth,7015 PALISADES PT-1/22/2021-481000,2021,1,2021-1
26979,3348,2018,2016,164.2771804,"$550,000 ",13117130306,West Forsyth,7015 PARRISH WAY-3/23/2018-550000,2018,3,2018-3
26980,2795,2020,1995,109.1234347,"$305,000 ",13117130203,North Forsyth,7015 PINECONE WAY-11/25/2020-305000,2020,11,2020-11
26981,2712,2022,2021,208.2164454,"$564,683 ",13117130204,North Forsyth,7015 RAMBLING VALE-3/24/2022-564683,2022,3,2022-3
26982,3886,2022,1999,296.1914565,"$1,151,000 ",13117130615,South Forsyth,7015 REDCLIFF CT-2/23/2022-1151000,2022,2,2022-2
26983,1266,2022,2002,308.056872,"$390,000 ",13117130103,North Forsyth,7015 RIDGE WAY-6/13/2022-390000,2022,6,2022-6
26984,3748,2022,2008,328.1750267,"$1,230,000 ",13117130302,West Forsyth,7015 ROUND RD-6/30/2022-1230000,2022,6,2022-6
26985,2504,2022,1997,253.5942492,"$635,000 ",13117130302,West Forsyth,7015 SILVER FOX TRL-9/15/2022-635000,2022,9,2022-9
26986,1922,2019,1997,136.0561915,"$261,500 ",13117130102,North Forsyth,7015 VALLEY FOREST DR-7/1/2019-261500,2019,7,2019-7
26987,3941,2020,2016,182.6947475,"$720,000 ",13117130302,West Forsyth,7015 VICKERY CREEK RD-4/14/2020-720000,2020,4,2020-4
26988,1839,2018,1994,167.4823274,"$308,000 ",13117130302,West Forsyth,7015 WYNFIELD DR-6/15/2018-308000,2018,6,2018-6
26989,1554,2018,1994,183.3976834,"$285,000 ",13117130302,West Forsyth,7015 WYNGATE DR-8/31/2018-285000,2018,8,2018-8
26990,2804,2020,2013,215.4957204,"$604,250 ",13117130302,West Forsyth,7019 COLFAX AVE-11/20/2020-604250,2020,11,2020-11
26991,1663,2022,2021,221.0432952,"$367,595 ",13117130411,North Forsyth,702 LEXINGTON GREEN PNES-1/28/2022-367595,2022,1,2022-1
26992,1476,2020,1996,155.8265583,"$230,000 ",13117130203,North Forsyth,7020 BRISTOL LN-11/20/2020-230000,2020,11,2020-11
26993,2594,2022,1994,208.1727062,"$540,000 ",13117130606,South Forsyth,7020 BROOKWOOD WAY-8/8/2022-540000,2022,8,2022-8
26994,2238,2020,1981,330.6523682,"$740,000 ",13117130504,Cumming,7020 CHEROKEE TRCE-12/30/2020-740000,2020,12,2020-12
26995,1695,2022,2000,265.4867257,"$450,000 ",13117130303,West Forsyth,7020 COLE CT-5/20/2022-450000,2022,5,2022-5
26996,3232,2020,2019,136.2450495,"$440,344 ",13117130203,North Forsyth,7020 CONCORD BROOK LN-4/6/2020-440344,2020,4,2020-4
26997,2812,2020,2020,163.5846373,"$460,000 ",13117130203,North Forsyth,7020 CONCORD MOUNTAIN TRL-9/11/2020-460000,2020,9,2020-9
26998,1092,2022,1999,228.9377289,"$250,000 ",13117130103,North Forsyth,7020 CROOKED O TRL-12/22/2022-250000,2022,12,2022-12
26999,1319,2020,1995,170.5837756,"$225,000 ",13117130203,North Forsyth,7020 DEVON DR-4/14/2020-225000,2020,4,2020-4
27000,2664,2019,1996,117.8678679,"$314,000 ",13117130304,West Forsyth,7020 DRESSAGE XING-6/27/2019-314000,2019,6,2019-6
27001,2788,2019,1994,152.4390244,"$425,000 ",13117130610,South Forsyth,7020 GRAND VIEW WAY-10/4/2019-425000,2019,10,2019-10
27002,2160,2021,1998,189.5833333,"$409,500 ",13117130606,South Forsyth,7020 HARLECH TRCE-7/7/2021-409500,2021,7,2021-7
27003,4046,2021,2003,255.8082056,"$1,035,000 ",13117130615,South Forsyth,7020 LAUREL OAK DR-7/29/2021-1035000,2021,7,2021-7
27004,3906,2021,2005,181.7716334,"$710,000 ",13117130505,North Forsyth,7020 LIGHTHOUSE PTE-3/26/2021-710000,2021,3,2021-3
27005,2746,2018,2018,229.6941005,"$630,740 ",13117130302,West Forsyth,7020 LULLWATER RD-3/29/2018-630740,2018,3,2018-3
27006,2849,2022,1994,242.8922429,"$692,000 ",13117130610,South Forsyth,7020 PALISADES PT-3/28/2022-692000,2022,3,2022-3
27007,3190,2021,1993,222.5705329,"$710,000 ",13117130306,West Forsyth,7020 POLO HL-10/19/2021-710000,2021,10,2021-10
27008,3042,2022,2013,292.5706772,"$890,000 ",13117130302,West Forsyth,7020 ROUND RD-12/13/2022-890000,2022,12,2022-12
27009,3042,2018,2013,190.6311637,"$579,900 ",13117130302,West Forsyth,7020 ROUND RD-5/4/2018-579900,2018,5,2018-5
27010,2630,2021,1997,155.8935361,"$410,000 ",13117130302,West Forsyth,7020 SILVER FOX TRL-4/20/2021-410000,2021,4,2021-4
27011,2103,2021,2017,216.3575844,"$455,000 ",13117130302,West Forsyth,7020 TYBRIDGE ST-3/19/2021-455000,2021,3,2021-3
27012,2103,2018,2017,168.5687114,"$354,500 ",13117130302,West Forsyth,7020 TYBRIDGE ST-4/9/2018-354500,2018,4,2018-4
27013,1405,2018,1995,195.7295374,"$275,000 ",13117130202,North Forsyth,7020 WALNUT MILL LNDG-11/30/2018-275000,2018,11,2018-11
27014,1686,2021,1995,183.8671412,"$310,000 ",13117130203,North Forsyth,7020 WESSEX WAY-4/9/2021-310000,2021,4,2021-4
27015,2008,2018,1993,146.8625498,"$294,900 ",13117130302,West Forsyth,7020 WYNFIELD DR-11/13/2018-294900,2018,11,2018-11
27016,2999,2020,2001,126.042014,"$378,000 ",13117130512,Cumming,7022 BENNINGTON LN-7/9/2020-378000,2020,7,2020-7
27017,3033,2020,2002,173.0959446,"$525,000 ",13117130512,Cumming,7023 BENNINGTON LN-8/7/2020-525000,2020,8,2020-8
27018,2610,2021,2007,210.6896552,"$549,900 ",13117130505,North Forsyth,7025 BRAGG RD-7/15/2021-549900,2021,7,2021-7
27019,4343,2021,2008,193.4146903,"$840,000 ",13117130505,North Forsyth,7025 COLLINS POINT RD-3/26/2021-840000,2021,3,2021-3
27020,3832,2019,2018,104.3841336,"$400,000 ",13117130203,North Forsyth,7025 CONCORD MOUNTAIN TRL-7/12/2019-400000,2019,7,2019-7
27021,1825,2021,2003,201.0958904,"$367,000 ",13117130103,North Forsyth,7025 CREEK RIDGE DR-9/10/2021-367000,2021,9,2021-9
27022,3952,2022,2022,136.902834,"$541,040 ",13117130204,North Forsyth,7025 EVENING DEW DR-7/7/2022-541040,2022,7,2022-7
27023,2056,2020,1997,171.692607,"$353,000 ",13117130302,West Forsyth,7025 FOX CREEK DR-4/13/2020-353000,2020,4,2020-4
27024,5170,2020,1999,163.44294,"$845,000 ",13117130615,South Forsyth,7025 KETTERING LN-6/16/2020-845000,2020,6,2020-6
27025,1452,2020,1984,361.5702479,"$525,000 ",13117130103,North Forsyth,7025 LAKESIDE PL-6/4/2020-525000,2020,6,2020-6
27026,3191,2022,2016,218.8107176,"$698,225 ",13117130306,West Forsyth,7025 PARRISH WAY-11/4/2022-698225,2022,11,2022-11
27027,3142,2022,2021,168.0802037,"$528,108 ",13117130204,North Forsyth,7025 RAMBLING VALE-3/23/2022-528108,2022,3,2022-3
27028,2564,2022,2012,349.648986,"$896,500 ",13117130302,West Forsyth,7025 ROUND RD-4/26/2022-896500,2022,4,2022-4
27029,1018,2021,1994,235.7563851,"$240,000 ",13117130303,West Forsyth,7025 SEWELLS FARM RD-1/14/2021-240000,2021,1,2021-1
27030,1018,2018,1994,204.8133595,"$208,500 ",13117130303,West Forsyth,7025 SEWELLS FARM RD-8/17/2018-208500,2018,8,2018-8
27031,1560,2019,1995,160.2564103,"$250,000 ",13117130202,North Forsyth,7025 SHADY OAK LN-6/14/2019-250000,2019,6,2019-6
27032,1767,2019,2003,158.4606678,"$280,000 ",13117130201,North Forsyth,7025 SHANE LN-3/25/2019-280000,2019,3,2019-3
27033,2774,2018,2005,133.3453497,"$369,900 ",13117130101,North Forsyth,7025 W MOUNTAIN XING-8/17/2018-369900,2018,8,2018-8
27034,1618,2021,1995,205.8096415,"$333,000 ",13117130202,North Forsyth,7025 WALNUT MILL CT-12/16/2021-333000,2021,12,2021-12
27035,2909,2021,2001,151.2547267,"$440,000 ",13117130512,Cumming,7027 BENNINGTON LN-1/5/2021-440000,2021,1,2021-1
27036,2941,2018,2002,156.4093846,"$460,000 ",13117130512,Cumming,7029 BENNINGTON LN-7/12/2018-460000,2018,7,2018-7
27037,2308,2022,2021,170.6542461,"$393,870 ",13117130411,North Forsyth,703 LEXINGTON GREEN PNES-2/4/2022-393870,2022,2,2022-2
27038,1736,2018,2003,160.7142857,"$279,000 ",13117130602,South Forsyth,703 MELILOT LN-3/16/2018-279000,2018,3,2018-3
27039,1974,2018,2004,144.3768997,"$285,000 ",13117130602,South Forsyth,703 WENDLEBURY CT-1/12/2018-285000,2018,1,2018-1
27040,3458,2021,2021,127.4496819,"$440,721 ",13117130303,West Forsyth,7030 ANSLEY PARK WAY-6/28/2021-440721,2021,6,2021-6
27041,3468,2019,2016,128.5467128,"$445,800 ",13117130304,West Forsyth,7030 ASHFORD MANOR WAY-4/8/2019-445800,2019,4,2019-4
27042,1308,2019,1996,179.587156,"$234,900 ",13117130203,North Forsyth,7030 BRISTOL TRL-3/12/2019-234900,2019,3,2019-3
27043,4367,2021,2008,158.0032059,"$690,000 ",13117130505,North Forsyth,7030 COLLINS POINT RD-10/13/2021-690000,2021,10,2021-10
27044,3201,2020,2020,148.3598875,"$474,900 ",13117130203,North Forsyth,7030 CONCORD MOUNTAIN TRL-12/17/2020-474900,2020,12,2020-12
27045,1680,2022,2006,446.4285714,"$750,000 ",13117130302,West Forsyth,7030 CORDERY RD-8/23/2022-750000,2022,8,2022-8
27046,1680,2020,2006,308.0357143,"$517,500 ",13117130302,West Forsyth,7030 CORDERY RD-5/4/2020-517500,2020,5,2020-5
27047,1296,2021,2021,192.8240741,"$249,900 ",13117130103,North Forsyth,7030 CROOKED O TRL-9/7/2021-249900,2021,9,2021-9
27048,3578,2021,2002,181.665735,"$650,000 ",13117130306,West Forsyth,7030 GROSVENOR PL-6/4/2021-650000,2021,6,2021-6
27049,3301,2021,1993,224.1744926,"$740,000 ",13117130306,West Forsyth,7030 HAMPTON WAY-12/28/2021-740000,2021,12,2021-12
27050,1990,2020,1998,165.8291457,"$330,000 ",13117130606,South Forsyth,7030 HARLECH TRCE-6/11/2020-330000,2020,6,2020-6
27051,4428,2021,1999,227.1454381,"$1,005,800 ",13117130615,South Forsyth,7030 LAUREL OAK DR-9/8/2021-1005800,2021,9,2021-9
27052,1719,2022,2021,285.0494474,"$490,000 ",13117130503,North Forsyth,7030 LAWSON DR-4/13/2022-490000,2022,4,2022-4
27053,2576,2021,2017,349.378882,"$900,000 ",13117130302,West Forsyth,7030 LULLWATER RD-4/30/2021-900000,2021,4,2021-4
27054,1526,2018,1994,186.7627785,"$285,000 ",13117130101,North Forsyth,7030 OAKCREEK XING-4/6/2018-285000,2018,4,2018-4
27055,3348,2019,2016,152.9271207,"$512,000 ",13117130306,West Forsyth,7030 PARRISH WAY-4/22/2019-512000,2019,4,2019-4
27056,3485,2022,2022,146.5196557,"$510,621 ",13117130204,North Forsyth,7030 RAMBLING VALE-5/12/2022-510621,2022,5,2022-5
27057,3255,2021,2003,190.4454685,"$619,900 ",13117130512,Cumming,7033 BENNINGTON LN-6/18/2021-619900,2021,6,2021-6
27058,3296,2018,2018,119.7587985,"$394,725 ",13117130203,North Forsyth,7035 CONCORD BROOK LN-8/30/2018-394725,2018,8,2018-8
27059,3397,2018,2018,117.2151899,"$398,180 ",13117130203,North Forsyth,7035 CONCORD MOUNTAIN TRL-10/31/2018-398180,2018,10,2018-10
27060,3397,2018,2018,21.05622608,"$71,528 ",13117130203,North Forsyth,7035 CONCORD MOUNTAIN TRL-5/2/2018-71528,2018,5,2018-5
27061,2717,2022,2022,202.3371365,"$549,750 ",13117130204,North Forsyth,7035 EVENING DEW DR-8/11/2022-549750,2022,8,2022-8
27062,2724,2018,1994,157.4889868,"$429,000 ",13117130610,South Forsyth,7035 GRAND VIEW WAY-6/8/2018-429000,2018,6,2018-6
27063,4487,2020,1999,176.0418988,"$789,900 ",13117130615,South Forsyth,7035 KETTERING LN-6/11/2020-789900,2020,6,2020-6
27064,1490,2020,1993,164.4295302,"$245,000 ",13117130101,North Forsyth,7035 OAKCREEK TRCE-1/6/2020-245000,2020,1,2020-1
27065,4551,2021,1998,196.6600747,"$895,000 ",13117130615,South Forsyth,7035 REDCLIFF CT-6/18/2021-895000,2021,6,2021-6
27066,2170,2020,2003,124.4239631,"$270,000 ",13117130201,North Forsyth,7035 SHANE LN-9/24/2020-270000,2020,9,2020-9
27067,1764,2021,1997,181.4058957,"$320,000 ",13117130102,North Forsyth,7035 VALLEY FOREST DR-9/8/2021-320000,2021,9,2021-9
27068,2874,2022,2017,372.3034099,"$1,070,000 ",13117130302,West Forsyth,7035 VICKERY CREEK RD-3/31/2022-1070000,2022,3,2022-3
27069,2874,2021,2017,365.3444676,"$1,050,000 ",13117130302,West Forsyth,7035 VICKERY CREEK RD-11/8/2021-1050000,2021,11,2021-11
27070,1742,2019,1995,156.0849598,"$271,900 ",13117130202,North Forsyth,7035 WALNUT MILL CT-12/19/2019-271900,2019,12,2019-12
27071,2001,2018,1993,142.4287856,"$285,000 ",13117130302,West Forsyth,7035 WYNFIELD DR-6/27/2018-285000,2018,6,2018-6
27072,2625,2021,2001,198.0952381,"$520,000 ",13117130512,Cumming,7036 BENNINGTON LN-9/9/2021-520000,2021,9,2021-9
27073,2625,2018,2001,135.2380952,"$355,000 ",13117130512,Cumming,7036 BENNINGTON LN-7/20/2018-355000,2018,7,2018-7
27074,3212,2019,2003,135.4296389,"$435,000 ",13117130512,Cumming,7037 BENNINGTON LN-5/30/2019-435000,2019,5,2019-5
27075,1540,2022,2021,231.012987,"$355,760 ",13117130411,North Forsyth,704 LEXINGTON GREEN PNES-1/28/2022-355760,2022,1,2022-1
27076,1640,2020,2003,190.2439024,"$312,000 ",13117130602,South Forsyth,704 WAMOCK DR-9/14/2020-312000,2020,9,2020-9
27077,3523,2021,2020,111.0615952,"$391,270 ",13117130303,West Forsyth,7040 ANSLEY PARK WAY-2/26/2021-391270,2021,2,2021-2
27078,3157,2021,2021,159.2255306,"$502,675 ",13117130203,North Forsyth,7040 CONCORD BROOK LN-4/15/2021-502675,2021,4,2021-4
27079,3443,2018,2018,141.81702,"$488,276 ",13117130203,North Forsyth,7040 CONCORD MOUNTAIN TRL-12/19/2018-488276,2018,12,2018-12
27080,3443,2018,2018,20.97647401,"$72,222 ",13117130203,North Forsyth,7040 CONCORD MOUNTAIN TRL-5/24/2018-72222,2018,5,2018-5
27081,3079,2021,2021,311.7895421,"$960,000 ",13117130505,North Forsyth,7040 DRISKELL CIR-9/24/2021-960000,2021,9,2021-9
27082,3167,2021,2001,176.8234923,"$560,000 ",13117130304,West Forsyth,7040 GRASSMOOR GRANGE WAY-7/20/2021-560000,2021,7,2021-7
27083,3787,2018,2002,133.3509374,"$505,000 ",13117130306,West Forsyth,7040 GROSVENOR PL-7/6/2018-505000,2018,7,2018-7
27084,3562,2022,1993,210.5558675,"$750,000 ",13117130306,West Forsyth,7040 HAMPTON WAY-2/28/2022-750000,2022,2,2022-2
27085,3562,2022,1993,210.5558675,"$750,000 ",13117130306,West Forsyth,7040 HAMPTON WAY-6/30/2022-750000,2022,6,2022-6
27086,1258,2022,2006,230.3259141,"$289,750 ",13117130103,North Forsyth,7040 LAKESIDE PL-7/27/2022-289750,2022,7,2022-7
27087,1258,2018,2006,143.0047695,"$179,900 ",13117130103,North Forsyth,7040 LAKESIDE PL-8/15/2018-179900,2018,8,2018-8
27088,3814,2020,1999,170.4247509,"$650,000 ",13117130615,South Forsyth,7040 LAUREL OAK DR-2/28/2020-650000,2020,2,2020-2
27089,2746,2018,2018,223.9235251,"$614,894 ",13117130302,West Forsyth,7040 LULLWATER RD-4/13/2018-614894,2018,4,2018-4
27090,2340,2019,2015,188.034188,"$440,000 ",13117130101,North Forsyth,7040 OAKCREEK XING-9/13/2019-440000,2019,9,2019-9
27091,3764,2018,1993,119.5536663,"$450,000 ",13117130306,West Forsyth,7040 POLO DR-5/29/2018-450000,2018,5,2018-5
27092,3237,2022,1993,239.4192153,"$775,000 ",13117130306,West Forsyth,7040 POLO HL-3/4/2022-775000,2022,3,2022-3
27093,2697,2018,1997,130.3299963,"$351,500 ",13117130302,West Forsyth,7040 RED FOX LN-11/19/2018-351500,2018,11,2018-11
27094,3102,2022,2014,220.825274,"$685,000 ",13117130304,West Forsyth,7040 ROCKING HORSE LN-7/25/2022-685000,2022,7,2022-7
27095,3380,2020,2007,234.7633136,"$793,500 ",13117130302,West Forsyth,7040 ROUND RD-9/24/2020-793500,2020,9,2020-9
27096,2103,2021,2017,233.0004755,"$490,000 ",13117130302,West Forsyth,7040 TYBRIDGE ST-3/3/2021-490000,2021,3,2021-3
27097,1754,2019,1997,145.381984,"$255,000 ",13117130102,North Forsyth,7040 VALLEY FOREST DR-7/26/2019-255000,2019,7,2019-7
27098,3021,2019,2003,122.1449851,"$369,000 ",13117130512,Cumming,7042 BENNINGTON LN-3/19/2019-369000,2019,3,2019-3
27099,3277,2020,2001,128.9288984,"$422,500 ",13117130512,Cumming,7043 BENNINGTON LN-7/10/2020-422500,2020,7,2020-7
27100,3238,2020,2002,128.9376158,"$417,500 ",13117130512,Cumming,7044 BENNINGTON LN-5/4/2020-417500,2020,5,2020-5
27101,3982,2018,2000,143.1441487,"$570,000 ",13117130101,North Forsyth,7045 BENNETT RD-10/10/2018-570000,2018,10,2018-10
27102,3792,2018,2001,190.1371308,"$721,000 ",13117130615,South Forsyth,7045 BRIXTON PL-6/14/2018-721000,2018,6,2018-6
27103,2710,2018,2018,148.7084871,"$403,000 ",13117130203,North Forsyth,7045 CONCORD MOUNTAIN TRL-7/31/2018-403000,2018,7,2018-7
27104,2707,2021,2007,304.765423,"$825,000 ",13117130302,West Forsyth,7045 CORDERY RD-4/16/2021-825000,2021,4,2021-4
27105,2131,2021,1990,194.7442515,"$415,000 ",13117130304,West Forsyth,7045 DERBY TRL-3/25/2021-415000,2021,3,2021-3
27106,3184,2022,2022,189.3266332,"$602,816 ",13117130204,North Forsyth,7045 EVENING DEW DR-8/25/2022-602816,2022,8,2022-8
27107,2166,2022,1996,253.9242844,"$550,000 ",13117130302,West Forsyth,7045 FOX CREEK DR-11/22/2022-550000,2022,11,2022-11
27108,2166,2022,1996,253.9242844,"$550,000 ",13117130302,West Forsyth,7045 FOX CREEK DR-7/18/2022-550000,2022,7,2022-7
27109,4013,2021,2004,139.546474,"$560,000 ",13117130306,West Forsyth,7045 GROSVENOR PL-4/8/2021-560000,2021,4,2021-4
27110,3101,2018,1993,180.5869074,"$560,000 ",13117130306,West Forsyth,7045 HAMPTON WAY-7/27/2018-560000,2018,7,2018-7
27111,2160,2018,1996,161.1111111,"$348,000 ",13117130606,South Forsyth,7045 HARLECH TRCE-6/28/2018-348000,2018,6,2018-6
27112,1790,2020,2001,388.2681564,"$695,000 ",13117130103,North Forsyth,7045 HAW CREEK PL-9/8/2020-695000,2020,9,2020-9
27113,4062,2021,2016,209.2565239,"$850,000 ",13117130306,West Forsyth,7045 PARRISH WAY-7/30/2021-850000,2021,7,2021-7
27114,2943,2018,1993,159.7009854,"$470,000 ",13117130306,West Forsyth,7045 POLO HL-5/10/2018-470000,2018,5,2018-5
27115,1915,2018,2000,123.7597911,"$237,000 ",13117130104,North Forsyth,7045 TIMBERBROOKE DR-4/20/2018-237000,2018,4,2018-4
27116,3706,2021,2015,329.1958985,"$1,220,000 ",13117130302,West Forsyth,7045 VICKERY CREEK RD-9/29/2021-1220000,2021,9,2021-9
27117,1412,2018,1995,135.9773371,"$192,000 ",13117130203,North Forsyth,7045 WESSEX WAY-11/6/2018-192000,2018,11,2018-11
27118,3271,2020,2001,165.0871293,"$540,000 ",13117130512,Cumming,7046 BENNINGTON LN-10/13/2020-540000,2020,10,2020-10
27119,3271,2018,2001,162.0299603,"$530,000 ",13117130512,Cumming,7046 BENNINGTON LN-7/20/2018-530000,2018,7,2018-7
27120,4457,2021,2021,199.7843841,"$890,439 ",13117130609,South Forsyth,705 DANESCROFT WAY-9/24/2021-890439,2021,9,2021-9
27121,2716,2019,2019,178.0379234,"$483,551 ",13117130602,South Forsyth,705 FIELDCREST PARK LN-11/15/2019-483551,2019,11,2019-11
27122,3043,2018,2004,123.233651,"$375,000 ",13117130406,Cumming,705 JEFFERSON PL-6/11/2018-375000,2018,6,2018-6
27123,2558,2019,1995,193.5105551,"$495,000 ",13117130611,South Forsyth,705 LAKEGLEN DR-3/19/2019-495000,2019,3,2019-3
27124,1974,2020,2003,157.04154,"$310,000 ",13117130602,South Forsyth,705 MELILOT LN-10/23/2020-310000,2020,10,2020-10
27125,4204,2018,2017,124.1674596,"$522,000 ",13117130602,South Forsyth,705 PRESSING DR-7/13/2018-522000,2018,7,2018-7
27126,3203,2019,2000,157.6646894,"$505,000 ",13117130611,South Forsyth,705 RIVER RIDGE LN-7/23/2019-505000,2019,7,2019-7
27127,2678,2020,1996,153.0993279,"$410,000 ",13117130604,South Forsyth,705 WOOD ROSE CT-1/31/2020-410000,2020,1,2020-1
27128,2678,2018,1996,150.4854369,"$403,000 ",13117130604,South Forsyth,705 WOOD ROSE CT-8/13/2018-403000,2018,8,2018-8
27129,4134,2018,2018,85.02273827,"$351,484 ",13117130303,West Forsyth,7050 ANSLEY PARK WAY-9/26/2018-351484,2018,9,2018-9
27130,1728,2019,1995,173.6111111,"$300,000 ",13117130203,North Forsyth,7050 BANNISTER RD-8/21/2019-300000,2019,8,2019-8
27131,4570,2020,2000,192.5601751,"$880,000 ",13117130615,South Forsyth,7050 BRIXTON PL-10/1/2020-880000,2020,10,2020-10
27132,2720,2018,1994,135.2941176,"$368,000 ",13117130606,South Forsyth,7050 COFFIELD CT-10/31/2018-368000,2018,10,2018-10
27133,4479,2019,2019,132.0484483,"$591,445 ",13117130203,North Forsyth,7050 CONCORD BROOK LN-12/23/2019-591445,2019,12,2019-12
27134,3850,2022,2022,148.8657143,"$573,133 ",13117130204,North Forsyth,7050 EVENING DEW DR-8/31/2022-573133,2022,8,2022-8
27135,2810,2019,1995,84.34163701,"$237,000 ",13117130203,North Forsyth,7050 GREENFIELD LN-3/15/2019-237000,2019,3,2019-3
27136,2810,2021,1995,112.0996441,"$315,000 ",13117130203,North Forsyth,7050 GREENFIELD LN-5/28/2021-315000,2021,5,2021-5
27137,2903,2018,2002,166.5518429,"$483,500 ",13117130306,West Forsyth,7050 GROSVENOR PL-6/21/2018-483500,2018,6,2018-6
27138,3728,2022,2005,354.0772532,"$1,320,000 ",13117130505,North Forsyth,7050 HEARD RD-11/1/2022-1320000,2022,11,2022-11
27139,4406,2022,1999,261.0077167,"$1,150,000 ",13117130615,South Forsyth,7050 REDCLIFF CT-4/7/2022-1150000,2022,4,2022-4
27140,2020,2019,2009,280.6930693,"$567,000 ",13117130302,West Forsyth,7050 ROUND RD-10/28/2019-567000,2019,10,2019-10
27141,2020,2018,2009,254.950495,"$515,000 ",13117130302,West Forsyth,7050 ROUND RD-3/29/2018-515000,2018,3,2018-3
27142,3024,2019,2013,154.265873,"$466,500 ",13117130603,South Forsyth,7050 SENTARA PL-2/15/2019-466500,2019,2,2019-2
27143,2708,2021,2007,196.7872969,"$532,900 ",13117130101,North Forsyth,7050 SUMMIT RIDGE CHSE-4/9/2021-532900,2021,4,2021-4
27144,2606,2021,2017,186.876439,"$487,000 ",13117130101,North Forsyth,7050 W MOUNTAIN XING-2/19/2021-487000,2021,2,2021-2
27145,1678,2020,1995,181.7640048,"$305,000 ",13117130202,North Forsyth,7050 WALNUT MILL CT-10/19/2020-305000,2020,10,2020-10
27146,3369,2021,2018,165.6262986,"$557,995 ",13117130303,West Forsyth,7055 ANSLEY PARK WAY-12/23/2021-557995,2021,12,2021-12
27147,3112,2019,1997,148.6182519,"$462,500 ",13117130304,West Forsyth,7055 BURWICK LN-8/15/2019-462500,2019,8,2019-8
