,Square Ft,year_sale,year_blt,price_sf,Sale Price,GEOID,Sub_geo,unique_ID,year,month,year-month
9206,1608,2022,1998,226.9900498,"$365,000 ",13117130410,Cumming,3460 PINEHURST RD UNIT 3460-9/7/2022-365000,2022,9,2022-9
9207,1608,2020,1998,149.2537313,"$240,000 ",13117130410,Cumming,3460 PINEHURST RD UNIT 3460-12/9/2020-240000,2020,12,2020-12
9208,2491,2019,1998,168.2055399,"$419,000 ",13117130607,South Forsyth,3460 SHINGLE OAK CT-7/9/2019-419000,2019,7,2019-7
9209,2556,2020,1998,189.7496088,"$485,000 ",13117130508,Cumming,3460 SILVER LAKE PT-10/16/2020-485000,2020,10,2020-10
9210,3199,2021,2013,171.9287277,"$550,000 ",13117130511,South Forsyth,3460 SLATER ST-6/18/2021-550000,2021,6,2021-6
9211,2487,2019,2019,131.7237636,"$327,597 ",13117130301,West Forsyth,3460 SUMMERDALE WALK-11/12/2019-327597,2019,11,2019-11
9212,2918,2021,1995,162.9540781,"$475,500 ",13117130606,South Forsyth,3460 WHITE FOX LN-4/23/2021-475500,2021,4,2021-4
9213,3588,2021,2021,181.1803233,"$650,075 ",13117130301,West Forsyth,3465 ANDOVER ST-7/20/2021-650075,2021,7,2021-7
9214,2214,2020,1994,140.469738,"$311,000 ",13117130414,West Forsyth,3465 BETHWICKE DR-7/30/2020-311000,2020,7,2020-7
9215,2540,2021,2005,135.8267717,"$345,000 ",13117130301,West Forsyth,3465 BRIDGESHAW DR-10/15/2021-345000,2021,10,2021-10
9216,3406,2019,2018,188.0675279,"$640,558 ",13117130614,South Forsyth,3465 CELEBRATION BLVD-3/28/2019-640558,2019,3,2019-3
9217,1188,2018,2003,114.4781145,"$136,000 ",13117130504,Cumming,3465 CONTINENTAL DR-4/13/2018-136000,2018,4,2018-4
9218,3655,2020,2007,113.5430917,"$415,000 ",13117130608,South Forsyth,3465 DALWOOD DR-6/11/2020-415000,2020,6,2020-6
9219,2268,2022,2021,198.9351852,"$451,185 ",13117130512,Cumming,3465 HARDY ST-6/29/2022-451185,2022,6,2022-6
9220,2876,2018,2018,160.3852573,"$461,268 ",13117130307,West Forsyth,3465 KNOBCONE DR-12/26/2018-461268,2018,12,2018-12
9221,1638,2019,1999,140.4151404,"$230,000 ",13117130410,Cumming,3465 MAPLE VALLEY DR-5/17/2019-230000,2019,5,2019-5
9222,882,2021,2001,289.1156463,"$255,000 ",13117130504,Cumming,3465 MONTEREY ST-8/13/2021-255000,2021,8,2021-8
9223,2500,2021,1997,194.0,"$485,000 ",13117130607,South Forsyth,3465 SHINGLE OAK CT-4/28/2021-485000,2021,4,2021-4
9224,2038,2022,1998,295.8783121,"$603,000 ",13117130508,Cumming,3465 SILVER LAKE PT-4/15/2022-603000,2022,4,2022-4
9225,2038,2019,1998,161.9234544,"$330,000 ",13117130508,Cumming,3465 SILVER LAKE PT-8/30/2019-330000,2019,8,2019-8
9226,2463,2019,2018,131.952903,"$325,000 ",13117130301,West Forsyth,3465 SUMMERDALE WALK-6/27/2019-325000,2019,6,2019-6
9227,3683,2021,2021,141.8693999,"$522,505 ",13117130301,West Forsyth,3470 ANDOVER ST-7/20/2021-522505,2021,7,2021-7
9228,840,2022,1996,359.5238095,"$302,000 ",13117130504,Cumming,3470 AUBURN DR-5/31/2022-302000,2022,5,2022-5
9229,840,2020,1996,213.0952381,"$179,000 ",13117130504,Cumming,3470 AUBURN DR-5/29/2020-179000,2020,5,2020-5
9230,2536,2019,2015,118.29653,"$300,000 ",13117130508,Cumming,3470 CANON CREEK DR-10/4/2019-300000,2019,10,2019-10
9231,2523,2018,1998,147.8398732,"$373,000 ",13117130607,South Forsyth,3470 CANYON OAK WAY-3/19/2018-373000,2018,3,2018-3
9232,3639,2018,2018,145.6809563,"$530,133 ",13117130614,South Forsyth,3470 CELEBRATION BLVD-6/5/2018-530133,2018,6,2018-6
9233,1330,2021,1985,774.4360902,"$1,030,000 ",13117130507,Cumming,3470 LAKE SHORE DR-11/19/2021-1030000,2021,11,2021-11
9234,2213,2020,1995,168.5494803,"$373,000 ",13117130606,South Forsyth,3470 LAKEHEATH DR-8/21/2020-373000,2020,8,2020-8
9235,3248,2019,2019,159.0892857,"$516,722 ",13117130412,North Forsyth,3470 MONTEBELLO PKWY-9/13/2019-516722,2019,9,2019-9
9236,3248,2019,2019,30.78817734,"$100,000 ",13117130412,North Forsyth,3470 MONTEBELLO PKWY-1/3/2019-100000,2019,1,2019-1
9237,3520,2021,1997,183.2386364,"$645,000 ",13117130606,South Forsyth,3470 PARSONS RUN-6/18/2021-645000,2021,6,2021-6
9238,4214,2020,2006,344.0911248,"$1,450,000 ",13117130504,Cumming,3470 STRAWBERRY LN-10/15/2020-1450000,2020,10,2020-10
9239,2579,2020,2020,137.650252,"$355,000 ",13117130301,West Forsyth,3470 SUMMERDALE WALK-12/11/2020-355000,2020,12,2020-12
9240,3022,2019,1989,115.8173395,"$350,000 ",13117130507,Cumming,3470 SUMMIT TRL-10/18/2019-350000,2019,10,2019-10
9241,3683,2021,2021,146.9196307,"$541,105 ",13117130301,West Forsyth,3475 ANDOVER ST-8/13/2021-541105,2021,8,2021-8
9242,3628,2022,2022,240.7246417,"$873,349 ",13117130508,Cumming,3475 AQUA POINT PL-12/27/2022-873349,2022,12,2022-12
9243,4064,2018,2018,159.9045276,"$649,852 ",13117130614,South Forsyth,3475 CELEBRATION BLVD-12/17/2018-649852,2018,12,2018-12
9244,2834,2020,1996,141.4961186,"$401,000 ",13117130615,South Forsyth,3475 CHARTWELL RDG-7/30/2020-401000,2020,7,2020-7
9245,1770,2022,1987,180.7909605,"$320,000 ",13117130506,Cumming,3475 CHATTAHOOCHEE RD-2/22/2022-320000,2022,2,2022-2
9246,1770,2018,1987,112.9943503,"$200,000 ",13117130506,Cumming,3475 CHATTAHOOCHEE RD-3/2/2018-200000,2018,3,2018-3
9247,2876,2022,2021,179.7409597,"$516,935 ",13117130512,Cumming,3475 HARDY ST-6/30/2022-516935,2022,6,2022-6
9248,3756,2022,2004,798.7220447,"$3,000,000 ",13117130205,North Forsyth,3475 KEITH BRIDGE RD-4/29/2022-3000000,2022,4,2022-4
9249,3203,2018,2018,143.0249766,"$458,109 ",13117130307,West Forsyth,3475 KNOBCONE DR-10/30/2018-458109,2018,10,2018-10
9250,4146,2021,2020,215.8707188,"$895,000 ",13117130412,North Forsyth,3475 MONTEBELLO PKWY-8/25/2021-895000,2021,8,2021-8
9251,4146,2020,2020,180.8810902,"$749,933 ",13117130412,North Forsyth,3475 MONTEBELLO PKWY-6/18/2020-749933,2020,6,2020-6
9252,2539,2018,2001,149.6652225,"$380,000 ",13117130606,South Forsyth,3475 PARSONS RUN-12/20/2018-380000,2018,12,2018-12
9253,1736,2020,2002,164.7465438,"$286,000 ",13117130410,Cumming,3475 RIDGEFAIR DR-11/19/2020-286000,2020,11,2020-11
9254,2595,2020,2019,131.0211946,"$340,000 ",13117130301,West Forsyth,3475 SUMMERDALE WALK-6/9/2020-340000,2020,6,2020-6
9255,2132,2018,2003,120.5440901,"$257,000 ",13117130601,West Forsyth,348 ST CLAIRE DR-5/29/2018-257000,2018,5,2018-5
9256,3784,2022,2021,203.5465116,"$770,220 ",13117130301,West Forsyth,3480 ANDOVER ST-3/31/2022-770220,2022,3,2022-3
9257,1603,2022,2004,234.7161572,"$376,250 ",13117130301,West Forsyth,3480 BRIDGESHAW DR-5/26/2022-376250,2022,5,2022-5
9258,1603,2022,2004,215.2214598,"$345,000 ",13117130301,West Forsyth,3480 BRIDGESHAW DR-4/22/2022-345000,2022,4,2022-4
9259,1603,2019,2004,149.095446,"$239,000 ",13117130301,West Forsyth,3480 BRIDGESHAW DR-10/31/2019-239000,2019,10,2019-10
9260,4145,2021,2004,102.5331725,"$425,000 ",13117130604,South Forsyth,3480 CANEY CREEK LN-2/9/2021-425000,2021,2,2021-2
9261,4064,2018,2018,147.4761319,"$599,343 ",13117130614,South Forsyth,3480 CELEBRATION BLVD-12/12/2018-599343,2018,12,2018-12
9262,3210,2019,2016,123.0529595,"$395,000 ",13117130307,West Forsyth,3480 KNOBCONE DR-11/8/2019-395000,2019,11,2019-11
9263,2130,2018,1994,166.6666667,"$355,000 ",13117130606,South Forsyth,3480 LAKEHEATH DR-12/4/2018-355000,2018,12,2018-12
9264,1542,2019,1999,139.4293126,"$215,000 ",13117130410,Cumming,3480 MAPLE VALLEY DR-10/15/2019-215000,2019,10,2019-10
9265,3990,2020,2020,174.166416,"$694,924 ",13117130412,North Forsyth,3480 MONTEBELLO PKWY-8/4/2020-694924,2020,8,2020-8
9266,3650,2020,1999,204.109589,"$745,000 ",13117130410,Cumming,3480 ROLLINS RD-11/18/2020-745000,2020,11,2020-11
9267,2708,2020,2019,135.8936484,"$368,000 ",13117130301,West Forsyth,3480 SUMMERDALE WALK-1/30/2020-368000,2020,1,2020-1
9268,3120,2020,2015,121.7948718,"$380,000 ",13117130307,West Forsyth,3484 BETHELVIEW RD-3/20/2020-380000,2020,3,2020-3
9269,1052,2019,1998,180.1330798,"$189,500 ",13117130504,Cumming,3485 AUBURN DR-7/26/2019-189500,2019,7,2019-7
9270,3122,2019,2013,99.9359385,"$312,000 ",13117130205,North Forsyth,3485 BUFFINGTON LN-6/6/2019-312000,2019,6,2019-6
9271,1400,2022,1992,235.7142857,"$330,000 ",13117130504,Cumming,3485 CATALINA DR-5/6/2022-330000,2022,5,2022-5
9272,4064,2018,2018,165.558563,"$672,830 ",13117130614,South Forsyth,3485 CELEBRATION BLVD-12/14/2018-672830,2018,12,2018-12
9273,2697,2018,1996,134.4086022,"$362,500 ",13117130615,South Forsyth,3485 CHARTWELL RDG-6/22/2018-362500,2018,6,2018-6
9274,3552,2018,2007,121.6216216,"$432,000 ",13117130608,South Forsyth,3485 DALWOOD DR-8/28/2018-432000,2018,8,2018-8
9275,2859,2022,2021,175.8429521,"$502,735 ",13117130512,Cumming,3485 HARDY ST-6/30/2022-502735,2022,6,2022-6
9276,3107,2021,2016,187.0614741,"$581,200 ",13117130307,West Forsyth,3485 KNOBCONE DR-6/1/2021-581200,2021,6,2021-6
9277,1566,2021,2000,172.7330779,"$270,500 ",13117130410,Cumming,3485 MAPLE VALLEY DR-4/30/2021-270500,2021,4,2021-4
9278,881,2020,1995,181.6118048,"$160,000 ",13117130504,Cumming,3485 MONTEREY ST-2/20/2020-160000,2020,2,2020-2
9279,3173,2020,2019,119.1522219,"$378,070 ",13117130301,West Forsyth,3485 SUMMERDALE WALK-7/16/2020-378070,2020,7,2020-7
9280,2138,2022,1995,311.0383536,"$665,000 ",13117130602,South Forsyth,349 TIDWELL CIR-3/24/2022-665000,2022,3,2022-3
9281,3628,2021,2021,157.7783903,"$572,420 ",13117130301,West Forsyth,3490 ANDOVER ST-9/2/2021-572420,2021,9,2021-9
9282,1362,2021,1993,220.2643172,"$300,000 ",13117130504,Cumming,3490 AUBURN DR-11/19/2021-300000,2021,11,2021-11
9283,1362,2018,1993,132.0851689,"$179,900 ",13117130504,Cumming,3490 AUBURN DR-9/27/2018-179900,2018,9,2018-9
9284,2568,2022,2005,146.0280374,"$375,000 ",13117130301,West Forsyth,3490 BRIDGESHAW DR-8/11/2022-375000,2022,8,2022-8
9285,4119,2018,2018,156.1048798,"$642,996 ",13117130614,South Forsyth,3490 CELEBRATION BLVD-12/17/2018-642996,2018,12,2018-12
9286,744,2020,2001,241.8010753,"$179,900 ",13117130504,Cumming,3490 CONTINENTAL DR-12/17/2020-179900,2020,12,2020-12
9287,3026,2019,2008,126.569729,"$383,000 ",13117130608,South Forsyth,3490 DALWOOD DR-7/12/2019-383000,2019,7,2019-7
9288,3133,2019,2016,121.9278647,"$382,000 ",13117130307,West Forsyth,3490 KNOBCONE DR-12/6/2019-382000,2019,12,2019-12
9289,2606,2018,1984,271.2970069,"$707,000 ",13117130507,Cumming,3490 LAKE SHORE DR-3/30/2018-707000,2018,3,2018-3
9290,2824,2020,2019,130.3215297,"$368,028 ",13117130301,West Forsyth,3490 SUMMERDALE WALK-2/27/2020-368028,2020,2,2020-2
9291,750,2022,1998,322.6666667,"$242,000 ",13117130504,Cumming,3495 AUBURN DR-3/30/2022-242000,2022,3,2022-3
9292,3730,2020,2020,177.3319035,"$661,448 ",13117130614,South Forsyth,3495 CELEBRATION BLVD-9/29/2020-661448,2020,9,2020-9
9293,786,2022,2002,266.8575064,"$209,750 ",13117130504,Cumming,3495 CONTINENTAL DR-10/26/2022-209750,2022,10,2022-10
9294,1552,2019,1973,158.8273196,"$246,500 ",13117130307,West Forsyth,3495 LAKESIDE LN-10/29/2019-246500,2019,10,2019-10
9295,969,2018,2000,162.0227038,"$157,000 ",13117130410,Cumming,3495 MAPLE VALLEY DR-4/3/2018-157000,2018,4,2018-4
9296,3264,2021,1965,297.0281863,"$969,500 ",13117130504,Cumming,3495 STRAWBERRY LN-1/6/2021-969500,2021,1,2021-1
9297,3264,2018,1965,200.6740196,"$655,000 ",13117130504,Cumming,3495 STRAWBERRY LN-5/10/2018-655000,2018,5,2018-5
9298,3086,2022,2011,246.2734932,"$760,000 ",13117130614,South Forsyth,350 ANDELLE AVE-8/9/2022-760000,2022,8,2022-8
9299,3064,2022,2011,218.6684073,"$670,000 ",13117130609,South Forsyth,350 CRANBROOKE CIR-8/25/2022-670000,2022,8,2022-8
9300,3781,2022,2012,211.584237,"$800,000 ",13117130609,South Forsyth,350 LAUREL HEIGHTS DR-9/15/2022-800000,2022,9,2022-9
9301,2588,2021,2001,200.927357,"$520,000 ",13117130601,West Forsyth,350 LONGWOOD LN-11/10/2021-520000,2021,11,2021-11
9302,3425,2019,1994,110.3941606,"$378,100 ",13117130508,Cumming,3500 CANON CREEK DR-6/24/2019-378100,2019,6,2019-6
9303,1402,2020,1973,79.88587732,"$112,000 ",13117130301,West Forsyth,3500 PLEASANT OAKS CIR-5/6/2020-112000,2020,5,2020-5
9304,2892,2019,2002,85.77074689,"$248,049 ",13117130414,West Forsyth,3501 DOWNING DR-4/15/2019-248049,2019,4,2019-4
9305,1040,2018,1985,142.7884615,"$148,500 ",13117130507,Cumming,3501 TRADE WINDS DR-7/26/2018-148500,2018,7,2018-7
9306,1836,2020,2016,136.1655773,"$250,000 ",13117130410,Cumming,3504 CASTLEBERRY VILLAGE CIR 36-1/15/2020-250000,2020,1,2020-1
9307,786,2020,1989,213.740458,"$168,000 ",13117130504,Cumming,3505 BONNEVILLE DR-4/6/2020-168000,2020,4,2020-4
9308,2895,2021,1995,199.7582038,"$578,300 ",13117130606,South Forsyth,3505 BRIDLE CREEK DR-4/21/2021-578300,2021,4,2021-4
9309,4137,2020,2020,171.3920715,"$709,049 ",13117130614,South Forsyth,3505 CELEBRATION BLVD-10/15/2020-709049,2020,10,2020-10
9310,2392,2020,1995,195.6521739,"$468,000 ",13117130615,South Forsyth,3505 CHARTWELL DR-11/17/2020-468000,2020,11,2020-11
9311,3056,2022,2002,148.8874346,"$455,000 ",13117130414,West Forsyth,3505 DOWNING DR-1/28/2022-455000,2022,1,2022-1
9312,2124,2021,2005,189.7363465,"$403,000 ",13117130302,West Forsyth,3505 ELDER FIELD LN-9/8/2021-403000,2021,9,2021-9
9313,2916,2018,2017,135.5624143,"$395,300 ",13117130307,West Forsyth,3505 KNOBCONE DR-5/30/2018-395300,2018,5,2018-5
9314,1454,2022,1998,196.0110041,"$285,000 ",13117130410,Cumming,3505 MAGNOLIA WALK TRL-6/28/2022-285000,2022,6,2022-6
9315,3262,2021,2021,202.4708768,"$660,460 ",13117130412,North Forsyth,3505 MONTEBELLO PKWY-12/28/2021-660460,2021,12,2021-12
9316,2196,2020,2005,147.996357,"$325,000 ",13117130302,West Forsyth,3505 MOOR POINTE DR-7/9/2020-325000,2020,7,2020-7
9317,3700,2018,2018,151.3108108,"$559,850 ",13117130307,West Forsyth,3505 PARKLAND WAY-7/31/2018-559850,2018,7,2018-7
9318,2497,2022,1997,220.2643172,"$550,000 ",13117130508,Cumming,3505 SILVER VISTA CT-6/15/2022-550000,2022,6,2022-6
9319,2803,2021,2020,145.1409204,"$406,830 ",13117130307,West Forsyth,3505 TOWNLEY LN-2/19/2021-406830,2021,2,2021-2
9320,1187,2022,1985,189.5534962,"$225,000 ",13117130507,Cumming,3505 TRADE WINDS DR-11/16/2022-225000,2022,11,2022-11
9321,3854,2020,2019,123.5638298,"$476,215 ",13117130307,West Forsyth,3505 VALLEYWAY RD-2/28/2020-476215,2020,2,2020-2
9322,2681,2018,2017,143.4390153,"$384,560 ",13117130410,Cumming,3505 WILTSHIRE WAY-6/6/2018-384560,2018,6,2018-6
9323,1676,2022,1986,217.8400955,"$365,100 ",13117130507,Cumming,3506 TRADE WINDS DR-6/17/2022-365100,2022,6,2022-6
9324,1676,2018,1986,119.2720764,"$199,900 ",13117130507,Cumming,3506 TRADE WINDS DR-3/30/2018-199900,2018,3,2018-3
9325,2931,2022,1994,144.6605254,"$424,000 ",13117130508,Cumming,3509 HABERSHAM CLUB DR-3/23/2022-424000,2022,3,2022-3
9326,3844,2021,2021,162.1930281,"$623,470 ",13117130301,West Forsyth,3510 ANDOVER ST-9/21/2021-623470,2021,9,2021-9
9327,2236,2019,2005,119.4096601,"$267,000 ",13117130301,West Forsyth,3510 BRIDGESHAW DR-6/21/2019-267000,2019,6,2019-6
9328,3639,2018,2018,168.1467436,"$611,886 ",13117130614,South Forsyth,3510 CELEBRATION BLVD-8/22/2018-611886,2018,8,2018-8
9329,3678,2022,2022,223.2762371,"$821,210 ",13117130412,North Forsyth,3510 CHARLESBOURG RUN-11/1/2022-821210,2022,11,2022-11
9330,1810,2018,1989,161.3259669,"$292,000 ",13117130307,West Forsyth,3510 COVE CREEK CT-7/16/2018-292000,2018,7,2018-7
9331,2204,2021,2002,127.0417423,"$280,000 ",13117130507,Cumming,3510 DEEP COVE DR-1/21/2021-280000,2021,1,2021-1
9332,2851,2020,2020,141.7853385,"$404,230 ",13117130512,Cumming,3510 FAULKNER ST-8/21/2020-404230,2020,8,2020-8
9333,2854,2020,2002,169.2361598,"$483,000 ",13117130304,West Forsyth,3510 HAMBY OAKS DR-8/10/2020-483000,2020,8,2020-8
9334,2844,2019,2001,172.2925457,"$490,000 ",13117130607,South Forsyth,3510 HORIZON CT-6/14/2019-490000,2019,6,2019-6
9335,2988,2019,2014,135.8768407,"$406,000 ",13117130614,South Forsyth,3510 KISSELL DR-10/10/2019-406000,2019,10,2019-10
9336,3182,2020,2017,133.2495286,"$424,000 ",13117130307,West Forsyth,3510 KNOBCONE DR-2/18/2020-424000,2020,2,2020-2
9337,1970,2022,1994,258.8832487,"$510,000 ",13117130606,South Forsyth,3510 LAKEHEATH DR-8/23/2022-510000,2022,8,2022-8
9338,3665,2021,2020,128.4106412,"$470,625 ",13117130307,West Forsyth,3510 LAKEHURST WAY-3/31/2021-470625,2021,3,2021-3
9339,2616,2020,1995,158.6391437,"$415,000 ",13117130604,South Forsyth,3510 MONTVALE XING-7/22/2020-415000,2020,7,2020-7
9340,3176,2020,2020,130.9099496,"$415,770 ",13117130304,West Forsyth,3510 OXFORD PARK LN-8/31/2020-415770,2020,8,2020-8
9341,1202,2019,1969,158.0698835,"$190,000 ",13117130504,Cumming,3510 RIVIERA DR-5/24/2019-190000,2019,5,2019-5
9342,4358,2019,2006,102.9141808,"$448,500 ",13117130511,South Forsyth,3510 SLATER ST-9/11/2019-448500,2019,9,2019-9
9343,2333,2018,1996,161.3801972,"$376,500 ",13117130604,South Forsyth,3510 SOUTHMONT CT-3/14/2018-376500,2018,3,2018-3
9344,2506,2019,2001,195.131684,"$489,000 ",13117130504,Cumming,3510 STILL RD-5/23/2019-489000,2019,5,2019-5
9345,3184,2021,2021,128.9619975,"$410,615 ",13117130301,West Forsyth,3510 SUMMERPOINT XING-12/30/2021-410615,2021,12,2021-12
9346,2898,2019,2017,139.7515528,"$405,000 ",13117130307,West Forsyth,3510 TOWNLEY LN-8/22/2019-405000,2019,8,2019-8
9347,3735,2018,2018,137.5127175,"$513,610 ",13117130307,West Forsyth,3510 VALLEYWAY RD-11/12/2018-513610,2018,11,2018-11
9348,4030,2020,2020,343.6158809,"$1,384,772 ",13117130304,West Forsyth,3510 WATSONS BND-12/23/2020-1384772,2020,12,2020-12
9349,4385,2020,2017,159.6351197,"$700,000 ",13117130606,South Forsyth,3510 WESTON AVE-4/17/2020-700000,2020,4,2020-4
9350,2896,2022,2016,193.3701657,"$560,000 ",13117130410,Cumming,3510 WILTSHIRE WAY-3/29/2022-560000,2022,3,2022-3
9351,2424,2019,2003,120.4620462,"$292,000 ",13117130414,West Forsyth,3513 DOWNING DR-12/20/2019-292000,2019,12,2019-12
9352,2016,2019,1994,131.3988095,"$264,900 ",13117130414,West Forsyth,3515 BETHWICKE DR-6/3/2019-264900,2019,6,2019-6
9353,2692,2022,1995,233.6552749,"$629,000 ",13117130615,South Forsyth,3515 CHARTWELL DR-8/31/2022-629000,2022,8,2022-8
9354,1840,2020,1985,146.7391304,"$270,000 ",13117130301,West Forsyth,3515 DAYLON DR-11/30/2020-270000,2020,11,2020-11
9355,2842,2022,2020,205.8409571,"$585,000 ",13117130512,Cumming,3515 FAULKNER ST-6/10/2022-585000,2022,6,2022-6
9356,2842,2020,2020,144.5091485,"$410,695 ",13117130512,Cumming,3515 FAULKNER ST-8/25/2020-410695,2020,8,2020-8
9357,4146,2019,2019,124.8497347,"$517,627 ",13117130302,West Forsyth,3515 GARDENSIDE CT-3/29/2019-517627,2019,3,2019-3
9358,3594,2020,2019,428.0745687,"$1,538,500 ",13117130304,West Forsyth,3515 GRANTON ST-3/6/2020-1538500,2020,3,2020-3
9359,2836,2019,2001,174.5416079,"$495,000 ",13117130304,West Forsyth,3515 HAMBY OAKS DR-1/10/2019-495000,2019,1,2019-1
9360,2836,2018,2001,172.7785614,"$490,000 ",13117130304,West Forsyth,3515 HAMBY OAKS DR-10/9/2018-490000,2018,10,2018-10
9361,2694,2022,2002,250.5567929,"$675,000 ",13117130506,Cumming,3515 HYACINTH WAY-4/21/2022-675000,2022,4,2022-4
9362,2694,2019,2002,148.4780995,"$400,000 ",13117130506,Cumming,3515 HYACINTH WAY-9/30/2019-400000,2019,9,2019-9
9363,3210,2021,2016,178.5046729,"$573,000 ",13117130307,West Forsyth,3515 KNOBCONE DR-7/23/2021-573000,2021,7,2021-7
9364,1916,2018,1994,158.1419624,"$303,000 ",13117130606,South Forsyth,3515 LAKEHEATH DR-10/5/2018-303000,2018,10,2018-10
9365,1454,2022,1998,192.5722146,"$280,000 ",13117130410,Cumming,3515 MAGNOLIA WALK TRL-10/5/2022-280000,2022,10,2022-10
9366,1454,2020,1998,140.9903714,"$205,000 ",13117130410,Cumming,3515 MAGNOLIA WALK TRL-12/21/2020-205000,2020,12,2020-12
9367,3944,2021,2021,192.2238844,"$758,131 ",13117130412,North Forsyth,3515 MONTEBELLO PKWY-12/29/2021-758131,2021,12,2021-12
9368,1452,2020,1989,152.892562,"$222,000 ",13117130412,North Forsyth,3515 PLEASANT GROVE RD-1/27/2020-222000,2020,1,2020-1
9369,3825,2022,2015,189.5424837,"$725,000 ",13117130301,West Forsyth,3515 PLEASANT SPRINGS DR-6/10/2022-725000,2022,6,2022-6
9370,2088,2019,2005,131.7049808,"$275,000 ",13117130302,West Forsyth,3515 POND GAP LN-3/29/2019-275000,2019,3,2019-3
9371,3353,2021,1999,256.4867283,"$860,000 ",13117130410,Cumming,3515 ROLLINS RD-8/16/2021-860000,2021,8,2021-8
9372,2205,2021,1995,183.6734694,"$405,000 ",13117130414,West Forsyth,3515 ROSEWICKE DR-6/1/2021-405000,2021,6,2021-6
9373,2205,2018,1995,141.9047619,"$312,900 ",13117130414,West Forsyth,3515 ROSEWICKE DR-12/21/2018-312900,2018,12,2018-12
9374,2320,2022,1996,221.9827586,"$515,000 ",13117130604,South Forsyth,3515 SOUTHMONT CT-11/16/2022-515000,2022,11,2022-11
9375,2976,2019,1962,265.4569892,"$790,000 ",13117130504,Cumming,3515 STRAWBERRY LN-11/5/2019-790000,2019,11,2019-11
9376,2976,2018,1962,246.9758065,"$735,000 ",13117130504,Cumming,3515 STRAWBERRY LN-4/25/2018-735000,2018,4,2018-4
9377,3067,2020,2017,135.6341702,"$415,990 ",13117130301,West Forsyth,3515 SUMMERPOINT XING-3/11/2020-415990,2020,3,2020-3
9378,2814,2021,2019,154.5842217,"$435,000 ",13117130307,West Forsyth,3515 TOWNLEY LN-6/15/2021-435000,2021,6,2021-6
9379,2944,2021,2017,198.0298913,"$583,000 ",13117130410,Cumming,3515 TROWBRIDGE DR-8/13/2021-583000,2021,8,2021-8
9380,4018,2020,2020,129.3927327,"$519,900 ",13117130307,West Forsyth,3515 VALLEYWAY RD-7/22/2020-519900,2020,7,2020-7
9381,2047,2019,1995,119.6873473,"$245,000 ",13117130301,West Forsyth,3515 WAKE ROBIN WAY-11/26/2019-245000,2019,11,2019-11
9382,3323,2021,1997,154.9804394,"$515,000 ",13117130508,Cumming,3515 WOODBURY CT-2/5/2021-515000,2021,2,2021-2
9383,1936,2018,2014,122.4173554,"$237,000 ",13117130410,Cumming,3516 VILLAGE ENCLAVE LN 111-4/30/2018-237000,2018,4,2018-4
9384,2424,2018,2002,118.5643564,"$287,400 ",13117130414,West Forsyth,3517 DOWNING DR-5/30/2018-287400,2018,5,2018-5
9385,872,2019,1998,169.7247706,"$148,000 ",13117130504,Cumming,3520 AUBURN DR-12/3/2019-148000,2019,12,2019-12
9386,3417,2020,2005,117.0617501,"$400,000 ",13117130614,South Forsyth,3520 BENTBILL XING-7/20/2020-400000,2020,7,2020-7
9387,2192,2020,2004,112.2262774,"$246,000 ",13117130301,West Forsyth,3520 BRIDGESHAW DR-8/21/2020-246000,2020,8,2020-8
9388,3477,2022,2021,205.1389129,"$713,268 ",13117130301,West Forsyth,3520 BRYNHURST DR-4/6/2022-713268,2022,4,2022-4
9389,2106,2018,2015,117.7587844,"$248,000 ",13117130410,Cumming,3520 CASTLEBERRY VILLAGE CIR 31-9/5/2018-248000,2018,9,2018-9
9390,1152,2018,2000,153.6458333,"$177,000 ",13117130504,Cumming,3520 CATALINA DR-11/6/2018-177000,2018,11,2018-11
9391,3615,2018,2018,150.1175657,"$542,675 ",13117130614,South Forsyth,3520 CELEBRATION BLVD-10/5/2018-542675,2018,10,2018-10
9392,1779,2020,1989,157.3917931,"$280,000 ",13117130307,West Forsyth,3520 COVE CREEK CT-7/29/2020-280000,2020,7,2020-7
9393,2204,2020,2001,114.7912886,"$253,000 ",13117130507,Cumming,3520 DEEP COVE DR-1/16/2020-253000,2020,1,2020-1
9394,2834,2020,2020,139.7547636,"$396,065 ",13117130512,Cumming,3520 FAULKNER ST-8/20/2020-396065,2020,8,2020-8
9395,2680,2020,1989,363.8059701,"$975,000 ",13117130504,Cumming,3520 FLEMING DR-3/26/2020-975000,2020,3,2020-3
9396,3463,2019,2019,146.2454519,"$506,448 ",13117130302,West Forsyth,3520 GARDENSIDE CT-5/24/2019-506448,2019,5,2019-5
9397,4142,2019,1993,170.9560599,"$708,100 ",13117130205,North Forsyth,3520 GRAVITT RD-7/15/2019-708100,2019,7,2019-7
9398,3656,2019,2001,147.702407,"$540,000 ",13117130607,South Forsyth,3520 HORIZON CT-7/9/2019-540000,2019,7,2019-7
9399,3168,2018,2018,137.1982323,"$434,644 ",13117130307,West Forsyth,3520 KNOBCONE DR-12/7/2018-434644,2018,12,2018-12
9400,1995,2021,2005,197.9949875,"$395,000 ",13117130302,West Forsyth,3520 MOOR POINTE DR-10/29/2021-395000,2021,10,2021-10
9401,3446,2020,2020,128.1921068,"$441,750 ",13117130304,West Forsyth,3520 OXFORD PARK LN-8/28/2020-441750,2020,8,2020-8
